hp:0000001	all	all
hp:0000218	high palate	increased palatal height
hp:0000218	high palate	elevated palate
hp:0000219	thin upper lip vermilion	thin upper lip vermilion
hp:0000219	thin upper lip vermilion	thin upper lip
hp:0000219	thin upper lip vermilion	thin vermilion border of upper lip
hp:0000219	thin upper lip vermilion	decreased volume of upper lip vermilion
hp:0000219	thin upper lip vermilion	decreased volume of upper lip
hp:0000219	thin upper lip vermilion	decreased height of upper lip vermilion
hp:0000220	velopharyngeal insufficiency	velopharyngeal insufficiency
hp:0000220	velopharyngeal insufficiency	velopharyngeal incompetence
hp:0000221	furrowed tongue	furrowed tongue
hp:0000221	furrowed tongue	prominent tongue grooves
hp:0000221	furrowed tongue	scrotal tongue
hp:0000221	furrowed tongue	fissured tongue
hp:0000221	furrowed tongue	lingue plicata
hp:0000221	furrowed tongue	grooved tongue
hp:0000221	furrowed tongue	plicated tongue
hp:0000221	furrowed tongue	lingual furrow
hp:0000222	gingival hyperkeratosis	gingival hyperkeratosis
hp:0000222	gingival hyperkeratosis	hyperkeratosis, gingival
hp:0000223	abnormality of taste sensation	abnormality of taste sensation
hp:0000223	abnormality of taste sensation	abnormality of taste sensation
hp:0000224	decreased taste sensation	decreased taste sensation
hp:0000224	decreased taste sensation	decreased taste
hp:0000224	decreased taste sensation	decreased taste sensation
hp:0000224	decreased taste sensation	lost taste
hp:0000225	gingival bleeding	gingival bleeding
hp:0000225	gingival bleeding	gingival hemorrhage
hp:0000225	gingival bleeding	gingivorrhagia
hp:0000225	gingival bleeding	bleeding gums
hp:0000227	tongue telangiectasia	tongue telangiectasia
hp:0000227	tongue telangiectasia	lingual telangiectasia
hp:0000228	oral cavity telangiectasia	oral cavity telangiectasia
hp:0000228	oral cavity telangiectasia	oral cavity teleangiectasia
hp:0000230	gingivitis	gingivitis
hp:0000230	gingivitis	inflamed gums
hp:0000230	gingivitis	gingival inflammation
hp:0000230	gingivitis	red and swollen gums
hp:0000232	everted lower lip vermilion	everted lower lip vermilion
hp:0000232	everted lower lip vermilion	drooping lower lip
hp:0000232	everted lower lip vermilion	everted lower lip
hp:0000232	everted lower lip vermilion	everted prominent lower lip
hp:0000232	everted lower lip vermilion	outward turned lower lip
hp:0000232	everted lower lip vermilion	eclabium of lower lip
hp:0000233	thin vermilion border	thin vermilion border
hp:0000233	thin vermilion border	thin lips
hp:0000233	thin vermilion border	thin vermillion
hp:0000233	thin vermilion border	decreased volume of lip vermillion
hp:0000233	thin vermilion border	decreased volume of lip
hp:0000234	abnormality of the head	abnormality of the head
hp:0000234	abnormality of the head	abnormality of the head
hp:0000234	abnormality of the head	head abnormality
hp:0000234	abnormality of the head	abnormal head
hp:0000235	abnormality of the fontanelles or cranial sutures	abnormality of the fontanelles or cranial sutures
hp:0000236	abnormality of the anterior fontanelle	abnormality of the anterior fontanelle
hp:0000236	abnormality of the anterior fontanelle	abnormality of the forehead soft spot
hp:0000237	small anterior fontanelle	small anterior fontanelle
hp:0000237	small anterior fontanelle	small anterior fontanel
hp:0000237	small anterior fontanelle	small forehead fontanel
hp:0000238	hydrocephalus	hydrocephalus
hp:0000238	hydrocephalus	hydrocephaly
hp:0000238	hydrocephalus	nonsyndromal hydrocephalus
hp:0000238	hydrocephalus	too much cerebrospinal fluid in the brain
hp:0000239	large fontanelles	large fontanelles
hp:0000239	large fontanelles	enlarged fontanelles
hp:0000239	large fontanelles	large fontanel
hp:0000239	large fontanelles	large fontanelle
hp:0000239	large fontanelles	large fontanels
hp:0000239	large fontanelles	wide fontanelles
hp:0000239	large fontanelles	persistent wide fontanel
hp:0000240	abnormality of skull size	abnormality of skull size
hp:0000240	abnormality of skull size	abnormality of skull size
hp:0000240	abnormality of skull size	abnormality of cranium size
hp:0000242	parietal bossing	parietal bossing
hp:0000242	parietal bossing	biparietal bossing
hp:0000242	parietal bossing	bossing of parietal bone
hp:0000243	trigonocephaly	trigonocephaly
hp:0000243	trigonocephaly	wedge shaped cranium
hp:0000243	trigonocephaly	wedge shaped skull
hp:0000243	trigonocephaly	triangular skull shape
hp:0000243	trigonocephaly	triangular cranium shape
hp:0000244	brachyturricephaly	brachyturricephaly
hp:0000244	brachyturricephaly	turribrachycephaly
hp:0000244	brachyturricephaly	brachy-turricephaly
hp:0000244	brachyturricephaly	high, prominent forehead
hp:0000245	abnormality of the paranasal sinuses	abnormality of the paranasal sinuses
hp:0000245	abnormality of the paranasal sinuses	abnormality of the sinuses of the head
hp:0000246	sinusitis	sinusitis
hp:0000246	sinusitis	sinus inflammation
hp:0000248	brachycephaly	brachycephaly
hp:0000248	brachycephaly	short and broad skull
hp:0000250	dense calvaria	dense calvaria
hp:0000250	dense calvaria	dense skull cap
hp:0000252	microcephaly	microcephaly
hp:0000252	microcephaly	reduced head circumference
hp:0000252	microcephaly	small head circumference
hp:0000252	microcephaly	small calvarium
hp:0000252	microcephaly	small cranium
hp:0000252	microcephaly	decreased size of cranium
hp:0000252	microcephaly	decreased circumference of cranium
hp:0000252	microcephaly	abnormally small skull
hp:0000252	microcephaly	decreased size of skull
hp:0000252	microcephaly	abnormally small cranium
hp:0000253	progressive microcephaly	progressive microcephaly
hp:0000253	progressive microcephaly	microcephaly, postnatal, progressive
hp:0000253	progressive microcephaly	microcephaly, progressive
hp:0000253	progressive microcephaly	progressively abnormally small skull
hp:0000253	progressive microcephaly	progressively abnormally small cranium
hp:0000255	acute sinusitis	acute sinusitis
hp:0000256	macrocephaly	macrocephaly
hp:0000256	macrocephaly	large head
hp:0000256	macrocephaly	large head circumference
hp:0000256	macrocephaly	macrocrania
hp:0000256	macrocephaly	increased size of cranium
hp:0000256	macrocephaly	megacephaly
hp:0000256	macrocephaly	increased size of skull
hp:0000260	wide anterior fontanel	wide anterior fontanel
hp:0000260	wide anterior fontanel	large anterior fontanel
hp:0000260	wide anterior fontanel	large anterior fontanelle
hp:0000260	wide anterior fontanel	large open anterior fontanel
hp:0000260	wide anterior fontanel	large open anterior fontanelle
hp:0000260	wide anterior fontanel	wide anterior fontanelle
hp:0000260	wide anterior fontanel	wide open anterior fontanelle
hp:0000260	wide anterior fontanel	wider-than-typical soft spot of skull
hp:0000262	turricephaly	turricephaly
hp:0000262	turricephaly	tower skull shape
hp:0000262	turricephaly	tower cranium shape
hp:0000262	turricephaly	tall shaped skull
hp:0000262	turricephaly	tall shaped cranium
hp:0000263	oxycephaly	oxycephaly
hp:0000264	abnormality of the mastoid	abnormality of the mastoid
hp:0000264	abnormality of the mastoid	abnormality of mastoid process of temporal bone
hp:0000265	mastoiditis	mastoiditis
hp:0000267	cranial asymmetry	cranial asymmetry
hp:0000267	cranial asymmetry	cranial vault asymmetry
hp:0000267	cranial asymmetry	asymmetry of cranium
hp:0000268	dolichocephaly	dolichocephaly
hp:0000268	dolichocephaly	long, narrow head
hp:0000268	dolichocephaly	tall and narrow skull
hp:0000269	prominent occiput	prominent occiput
hp:0000269	prominent occiput	prominent posterior cranium
hp:0000269	prominent occiput	protruding occiput
hp:0000269	prominent occiput	prominent posterior skull
hp:0000269	prominent occiput	prominent back of the skull
hp:0000270	delayed cranial suture closure	delayed cranial suture closure
hp:0000270	delayed cranial suture closure	broad late closing cranial sutures
hp:0000270	delayed cranial suture closure	delayed closure of fontanel
hp:0000270	delayed cranial suture closure	delayed closure of fontanelles
hp:0000270	delayed cranial suture closure	delayed closure of the fontanelles
hp:0000270	delayed cranial suture closure	delayed cranial suture closure
hp:0000270	delayed cranial suture closure	delayed fontanel closure
hp:0000270	delayed cranial suture closure	delayed fontanelle closure
hp:0000270	delayed cranial suture closure	late closing fontanelles
hp:0000270	delayed cranial suture closure	late closure of fontanelle
hp:0000270	delayed cranial suture closure	late-closing fontanelle
hp:0000270	delayed cranial suture closure	open sutures
hp:0000270	delayed cranial suture closure	delayed closure of fontanels
hp:0000271	abnormality of the face	abnormality of the face
hp:0000271	abnormality of the face	abnormality of the face
hp:0000271	abnormality of the face	facial abnormality
hp:0000271	abnormality of the face	abnormal face
hp:0000272	malar flattening	malar flattening
hp:0000272	malar flattening	depressed malar region
hp:0000272	malar flattening	malar hypoplasia
hp:0000272	malar flattening	zygomatic flattening
hp:0000272	malar flattening	underdevelopment of malar bone
hp:0000272	malar flattening	decreased size of malar bone
hp:0000272	malar flattening	flat cheekbone
hp:0000273	facial grimacing	facial grimacing
hp:0000273	facial grimacing	facial grimacing
hp:0000274	small face	small face
hp:0000274	small face	small face
hp:0000274	small face	small facies
hp:0000274	small face	hypoplasia of face
hp:0000274	small face	facial hypoplasia
hp:0000274	small face	microface
hp:0000274	small face	short and narrow face
hp:0000274	small face	microfacies
hp:0000275	narrow face	narrow face
hp:0000275	narrow face	narrow face
hp:0000275	narrow face	narrow facies
hp:0000275	narrow face	decreased transverse dimension of face
hp:0000275	narrow face	decreased width of face
hp:0000275	narrow face	transverse insufficiency of face
hp:0000275	narrow face	decreased breadth of face
hp:0000275	narrow face	transverse hypoplasia of face
hp:0000275	narrow face	horizontal hypoplasia of face
hp:0000275	narrow face	horizontal deficiency of face
hp:0000275	narrow face	transverse deficiency of face
hp:0000275	narrow face	thin facies
hp:0000275	narrow face	decreased horizontal dimension of face
hp:0000275	narrow face	horizontal insufficiency of face
hp:0000276	long face	long face
hp:0000276	long face	long face
hp:0000276	long face	increased height of face
hp:0000276	long face	vertical overgrowth of face
hp:0000276	long face	vertical hyperplasia of face
hp:0000276	long face	long facies
hp:0000276	long face	increased length of face
hp:0000276	long face	vertical enlargement of face
hp:0000276	long face	vertical elongation of face
hp:0000276	long face	increased vertical dimension of face
hp:0000276	long face	vertical facial excess
hp:0000276	long face	elongation of face
hp:0000276	long face	vertical excess of face
hp:0000277	abnormality of the mandible	abnormality of the mandible
hp:0000277	abnormality of the mandible	abnormality of the mandible
hp:0000277	abnormality of the mandible	abnormality of the lower jaw bone
hp:0000278	retrognathia	retrognathia
hp:0000278	retrognathia	receding chin
hp:0000278	retrognathia	receding mandible
hp:0000278	retrognathia	retrognathia of lower jaw
hp:0000278	retrognathia	receding lower jaw
hp:0000278	retrognathia	weak chin
hp:0000278	retrognathia	weak jaw
hp:0000280	coarse facial features	coarse facial features
hp:0000280	coarse facial features	coarse face
hp:0000280	coarse facial features	coarse facial features
hp:0000280	coarse facial features	coarse facies
hp:0000280	coarse facial features	coarse facial appearance
hp:0000282	facial edema	facial edema
hp:0000282	facial edema	facial puffiness
hp:0000282	facial edema	facial swelling
hp:0000283	broad face	broad face
hp:0000283	broad face	broad face
hp:0000283	broad face	horizontal hyperplasia of face
hp:0000283	broad face	wide face
hp:0000283	broad face	increased breadth of face
hp:0000283	broad face	increased width of face
hp:0000283	broad face	transverse excess of face
hp:0000283	broad face	transverse hyperplasia of face
hp:0000283	broad face	broad facies
hp:0000283	broad face	horizontal excess of face
hp:0000283	broad face	increased horizontal dimension of face
hp:0000283	broad face	increased transverse dimension of face
hp:0000283	broad face	wide facies
hp:0000284	obsolete abnormality of the ocular region	obsolete abnormality of the ocular region
hp:0000286	epicanthus	epicanthus
hp:0000286	epicanthus	epicanthal fold
hp:0000286	epicanthus	epicanthal folds
hp:0000286	epicanthus	epicanthic folds
hp:0000286	epicanthus	prominent eye folds
hp:0000286	epicanthus	palpebronasal fold
hp:0000286	epicanthus	eye folds
hp:0000286	epicanthus	plica palpebronasalis
hp:0000287	increased facial adipose tissue	increased facial adipose tissue
hp:0000287	increased facial adipose tissue	increased amount of facial fat
hp:0000287	increased facial adipose tissue	increased volume of facial adipose tissue
hp:0000287	increased facial adipose tissue	increased amount of facial adipose tissue
hp:0000288	abnormality of the philtrum	abnormality of the philtrum
hp:0000288	abnormality of the philtrum	abnormal philtrum
hp:0000288	abnormality of the philtrum	abnormality of the paralabial region
hp:0000288	abnormality of the philtrum	abnormality of the infranasal depression
hp:0000289	broad philtrum	broad philtrum
hp:0000289	broad philtrum	wide philtrum
hp:0000289	broad philtrum	increased horizontal dimension of philtrum
hp:0000289	broad philtrum	increased breadth of philtrum
hp:0000289	broad philtrum	increased transverse dimension of philtrum
hp:0000289	broad philtrum	increased width of philtrum
hp:0000290	abnormality of the forehead	abnormality of the forehead
hp:0000290	abnormality of the forehead	abnormality of the forehead
hp:0000290	abnormality of the forehead	abnormality of the frontal region of the face
hp:0000291	abnormality of facial adipose tissue	abnormality of facial adipose tissue
hp:0000291	abnormality of facial adipose tissue	abnormality of facial fat
hp:0000292	loss of facial adipose tissue	loss of facial adipose tissue
hp:0000292	loss of facial adipose tissue	loss of facial subcutaneous adipose tissue
hp:0000292	loss of facial adipose tissue	loss of subcutaneous adipose tissue from face
hp:0000292	loss of facial adipose tissue	decreased volume of facial adipose tissue
hp:0000292	loss of facial adipose tissue	loss of facial fat
hp:0000292	loss of facial adipose tissue	decreased amount of facial fat
hp:0000292	loss of facial adipose tissue	decreased amount of facial adipose tissue
hp:0000293	full cheeks	full cheeks
hp:0000293	full cheeks	full cheeks
hp:0000293	full cheeks	big cheeks
hp:0000293	full cheeks	large cheeks
