orpha:10	48,xxyy syndrome	48,xxyy syndrome
orpha:101150	autosomal recessive dopa-responsive dystonia	tyrosine hydroxylase deficiency
orpha:101150	autosomal recessive dopa-responsive dystonia	tyrosine hydroxylase-deficient dopa-responsive dystonia
orpha:101206	pulmonary valve agenesis-tetralogy of fallot-absence of ductus arteriosus syndrome	pulmonary valve agenesis-tetralogy of fallot-absence of ductus arteriosus syndrome
orpha:101206	pulmonary valve agenesis-tetralogy of fallot-absence of ductus arteriosus syndrome	apv/ada, fallot type
orpha:101206	pulmonary valve agenesis-tetralogy of fallot-absence of ductus arteriosus syndrome	absence of pulmonary valve-fallot tetralogy-absence of ductus arteriosus syndrome
orpha:101206	pulmonary valve agenesis-tetralogy of fallot-absence of ductus arteriosus syndrome	pva/ada, fallot type
orpha:101330	porphyria cutanea tarda	porphyria cutanea tarda
orpha:101330	porphyria cutanea tarda	pct
orpha:101334	african tick typhus	african tick typhus
orpha:101351	familial isolated congenital asplenia	familial isolated congenital asplenia
orpha:1014	alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome	alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome
orpha:1014	alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome	devriendt-vandenberghe-fryns syndrome
orpha:101433	rare urogenital disease	rare urogenital disease
orpha:101435	rare genetic eye disease	rare genetic eye disease
orpha:101435	rare genetic eye disease	rare genetic ophthalmologic disease
orpha:101685	rare non-syndromic intellectual disability	rare non-syndromic intellectual disability
orpha:101685	rare non-syndromic intellectual disability	rare nsid
orpha:1018	x-linked diffuse leiomyomatosis-alport syndrome	x-linked diffuse leiomyomatosis-alport syndrome
orpha:1018	x-linked diffuse leiomyomatosis-alport syndrome	xq22.3 microdeletion syndrome
orpha:101932	anomaly of the mitral subvalvular apparatus	anomaly of the mitral subvalvular apparatus
orpha:101934	genetic cardiac rhythm disease	genetic cardiac rhythm disease
orpha:101936	rare gastroesophageal disease	rare gastroesophageal disease
orpha:101937	rare pancreatic disease	rare pancreatic disease
orpha:101938	rare vascular liver disease	rare vascular liver disease
orpha:101939	rare parenchymal liver disease	rare parenchymal liver disease
orpha:101940	rare metabolic liver disease	rare metabolic liver disease
orpha:101941	rare biliary tract disease	rare biliary tract disease
orpha:101943	rare hepatic and biliary tract tumor	rare hepatic and biliary tract tumor
orpha:101944	rare pulmonary disease	rare pulmonary disease
orpha:101945	rare bronchopulmonary tumor	rare bronchopulmonary tumor
orpha:101949	rare acquired eye disease	rare acquired eye disease
orpha:101950	rare eye tumor	rare eye tumor
orpha:101952	rare diabetes mellitus	rare diabetes mellitus
orpha:101953	rare dyslipidemia	rare dyslipidemia
orpha:101954	rare adrenal disease	rare adrenal disease
orpha:101955	rare thyroid disease	rare thyroid disease
orpha:101956	polyendocrinopathy	polyendocrinopathy
orpha:101957	pituitary deficiency	pituitary deficiency
orpha:101958	primary adrenal insufficiency	primary adrenal insufficiency
orpha:101959	chronic primary adrenal insufficiency	chronic primary adrenal insufficiency
orpha:101959	chronic primary adrenal insufficiency	cpai
orpha:101959	chronic primary adrenal insufficiency	chronic adrenocorticoid insufficiency
orpha:101960	genetic chronic primary adrenal insufficiency	genetic chronic primary adrenal insufficiency
orpha:101963	acquired chronic primary adrenal insufficiency	acquired chronic primary adrenal insufficiency
orpha:101972	combined t and b cell immunodeficiency	combined t and b cell immunodeficiency
orpha:101977	immunodeficiency predominantly affecting antibody production	immunodeficiency predominantly affecting antibody production
orpha:101985	quantitative and/or qualitative congenital phagocyte defect	quantitative and/or qualitative congenital phagocyte defect
orpha:101987	constitutional neutropenia	constitutional neutropenia
orpha:101988	primary immunodeficiency due to a defect in innate immunity	primary immunodeficiency due to a defect in innate immunity
orpha:101992	immunodeficiency due to a complement cascade protein anomaly	immunodeficiency due to a complement cascade protein anomaly
orpha:101995	periodic fever syndrome	periodic fever syndrome
orpha:101997	primary immunodeficiency	primary immunodeficiency
orpha:101998	rare epilepsy	rare epilepsy
orpha:102	multiple system atrophy	multiple system atrophy
orpha:102	multiple system atrophy	msa
orpha:102	multiple system atrophy	multisystem atrophy
orpha:1020	early-onset autosomal dominant alzheimer disease	early-onset autosomal dominant alzheimer disease
orpha:1020	early-onset autosomal dominant alzheimer disease	eofad
orpha:1020	early-onset autosomal dominant alzheimer disease	early-onset familial autosomal dominant alzheimer disease
orpha:1020	early-onset autosomal dominant alzheimer disease	familial alzheimer disease
orpha:102000	medullar disease	medullar disease
orpha:102002	rare ataxia	rare ataxia
orpha:102003	rare movement disorder	rare movement disorder
orpha:102005	brain inflammatory disease	brain inflammatory disease
orpha:102006	neurovascular malformation	neurovascular malformation
orpha:102009	classic lissencephaly	classic lissencephaly
orpha:102009	classic lissencephaly	lissencephaly type 1
orpha:102010	other syndrome with lissencephaly as a major feature	other syndrome with lissencephaly as a major feature
orpha:102011	lissencephaly type 3	lissencephaly type 3
orpha:102012	pure hereditary spastic paraplegia	pure hereditary spastic paraplegia
orpha:102012	pure hereditary spastic paraplegia	pure hsp
orpha:102012	pure hereditary spastic paraplegia	pure spg
orpha:102012	pure hereditary spastic paraplegia	pure familial spastic paraplegia
orpha:102012	pure hereditary spastic paraplegia	uncomplicated hsp
orpha:102012	pure hereditary spastic paraplegia	uncomplicated spg
orpha:102012	pure hereditary spastic paraplegia	uncomplicated familial spastic paraplegia
orpha:102012	pure hereditary spastic paraplegia	uncomplicated hereditary spastic paraplegia
orpha:102013	complex hereditary spastic paraplegia	complex hereditary spastic paraplegia
orpha:102013	complex hereditary spastic paraplegia	complex hsp
orpha:102013	complex hereditary spastic paraplegia	complex spg
orpha:102013	complex hereditary spastic paraplegia	complex familial spastic paraplegia
orpha:102013	complex hereditary spastic paraplegia	complicated hsp
orpha:102013	complex hereditary spastic paraplegia	complicated spg
orpha:102013	complex hereditary spastic paraplegia	complicated familial spastic paraplegia
orpha:102013	complex hereditary spastic paraplegia	complicated hereditary spastic paraplegia
orpha:102014	autosomal dominant limb-girdle muscular dystrophy	autosomal dominant limb-girdle muscular dystrophy
orpha:102015	autosomal recessive limb-girdle muscular dystrophy	autosomal recessive limb-girdle muscular dystrophy
orpha:102020	autosomal monosomy	autosomal monosomy
orpha:102020	autosomal monosomy	autosomal deletion
orpha:102021	rickettsial disease	rickettsial disease
orpha:102021	rickettsial disease	rickettsiae disease
orpha:102022	spotted fever rickettsiosis	spotted fever rickettsiosis
orpha:102022	spotted fever rickettsiosis	spotted fever rickettsiae disease
orpha:102023	typhus-group rickettsiosis	typhus-group rickettsiosis
orpha:102023	typhus-group rickettsiosis	typhus-group rickettsiae disease
orpha:102024	human herpesvirus 8-related disorder	human herpesvirus 8-related disorder
orpha:102024	human herpesvirus 8-related disorder	hhv-8-related disorder
orpha:1021	amaurosis-hypertrichosis syndrome	amaurosis-hypertrichosis syndrome
orpha:102237	unexplained periodic fever syndrome	unexplained periodic fever syndrome
orpha:102283	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
orpha:102283	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	mca/mr
orpha:102283	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	multiple congenital anomalies-intellectual disability with or without dysmorphism
orpha:102284	multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome
orpha:102284	multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	mca/variable mr
orpha:102284	multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	multiple congenital anomalies-variable intellectual disability with or without dysmorphism syndrome
orpha:102285	multiple congenital anomalies/dysmorphic syndrome without intellectual disability	multiple congenital anomalies/dysmorphic syndrome without intellectual disability
orpha:102285	multiple congenital anomalies/dysmorphic syndrome without intellectual disability	mca without intellectual disability
orpha:102285	multiple congenital anomalies/dysmorphic syndrome without intellectual disability	multiple congenital anomalies without intellectual disability with or without dysmorphism
orpha:1023	congenital generalized hypertrichosis, ambras type	congenital generalized hypertrichosis, ambras type
orpha:1023	congenital generalized hypertrichosis, ambras type	ambras syndrome
orpha:102369	rare syndromic intellectual disability	rare syndromic intellectual disability
orpha:102373	primary glomerular disease	primary glomerular disease
orpha:102379	acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent	acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent
orpha:102379	acute myeloid leukemia and myelodysplastic syndromes related to alkylating agent	aml and myelodysplastic syndromes related to alkylating agent
orpha:102381	acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor	acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor
orpha:102381	acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor	aml and myelodysplastic syndromes related to topoisomerase type 2 inhibitor
orpha:1027	autosomal recessive amelia	autosomal recessive amelia
orpha:102724	acute myeloid leukemia with t(8;21)(q22;q22) translocation	acute myeloid leukemia with t(8;21)(q22;q22) translocation
orpha:102724	acute myeloid leukemia with t(8;21)(q22;q22) translocation	aml with t(8;21)(q22;q22) translocation
orpha:1028	ameloonychohypohidrotic syndrome	ameloonychohypohidrotic syndrome
orpha:1031	amelogenesis imperfecta-nephrocalcinosis syndrome	amelogenesis imperfecta-nephrocalcinosis syndrome
orpha:1031	amelogenesis imperfecta-nephrocalcinosis syndrome	enamel-renal syndrome
orpha:1032	hyperdibasic aminoaciduria type 1	hyperdibasic aminoaciduria type 1
orpha:1035	beta-mercaptolactate cysteine disulfiduria	beta-mercaptolactate cysteine disulfiduria
orpha:1035	beta-mercaptolactate cysteine disulfiduria	3-mercaptopyruvate sulfurtransferase deficiency
orpha:1035	beta-mercaptolactate cysteine disulfiduria	ampola syndrome
orpha:1035	beta-mercaptolactate cysteine disulfiduria	mcdu
orpha:1037	arthrogryposis multiplex congenita	arthrogryposis multiplex congenita
orpha:1037	arthrogryposis multiplex congenita	amc
orpha:1037	arthrogryposis multiplex congenita	multiple congenital arthrogryposis
orpha:103907	chronic diarrhea due to glucoamylase deficiency	chronic diarrhea due to glucoamylase deficiency
orpha:103907	chronic diarrhea due to glucoamylase deficiency	maltase-glucoamylase deficiency
orpha:103908	congenital sodium diarrhea	congenital sodium diarrhea
orpha:103908	congenital sodium diarrhea	na-h exchange deficiency
orpha:103909	trehalase deficiency	trehalase deficiency
orpha:103909	trehalase deficiency	isolated trehalose intolerance
orpha:103910	congenital enterocyte heparan sulfate deficiency	congenital enterocyte heparan sulfate deficiency
orpha:103916	autoimmune enteropathy type 2	autoimmune enteropathy type 2
orpha:103917	autoimmune enteropathy type 3	autoimmune enteropathy type 3
orpha:103918	tropical pancreatitis	tropical pancreatitis
orpha:103918	tropical pancreatitis	tcp
orpha:103918	tropical pancreatitis	tropical calcific chronic pancreatitis
orpha:103919	autoimmune pancreatitis	autoimmune pancreatitis
orpha:103919	autoimmune pancreatitis	aip
orpha:103920	undetermined colitis	undetermined colitis
orpha:104	leber hereditary optic neuropathy	leber hereditary optic neuropathy
orpha:104	leber hereditary optic neuropathy	lhon
orpha:104	leber hereditary optic neuropathy	leber optic atrophy
orpha:1040	metaphyseal anadysplasia	metaphyseal anadysplasia
orpha:1040	metaphyseal anadysplasia	maroteaux-verloes-stanescu syndrome
orpha:1040	metaphyseal anadysplasia	regressive metaphyseal dysplasia
orpha:104003	congenital intestinal transport defect	congenital intestinal transport defect
orpha:104004	intestinal disease due to vitamin absorption anomaly	intestinal disease due to vitamin absorption anomaly
orpha:104005	intestinal disease due to fat malabsorption	intestinal disease due to fat malabsorption
orpha:104006	congenital intestinal disease due to an enzymatic defect	congenital intestinal disease due to an enzymatic defect
orpha:104007	congenital enteropathy involving intestinal mucosa development	congenital enteropathy involving intestinal mucosa development
orpha:104008	short bowel syndrome	short bowel syndrome
orpha:104009	rare disease involving intestinal motility	rare disease involving intestinal motility
orpha:104010	intestinal polyposis syndrome	intestinal polyposis syndrome
orpha:104011	rare tumor of intestine	rare tumor of intestine
orpha:104011	rare tumor of intestine	rare intestinal tumor
orpha:104011	rare tumor of intestine	rare tumor of bowel
orpha:104012	rare inflammatory bowel disease	rare inflammatory bowel disease
orpha:104013	metabolic disease with intestinal involvement	metabolic disease with intestinal involvement
orpha:104075	adenocarcinoma of the small instestine	adenocarcinoma of the small instestine
orpha:104075	adenocarcinoma of the small instestine	adenocarcinoma of the small bowel
orpha:104076	leiomyosarcoma of small intestine	leiomyosarcoma of small intestine
orpha:104077	myopathic intestinal pseudoobstruction	myopathic intestinal pseudoobstruction
orpha:104078	unclassified intestinal pseudoobstruction	unclassified intestinal pseudoobstruction
orpha:1041	hydrops fetalis	hydrops fetalis
